#Activity	walking running walking standing 
#ActivityID	1 2 1 8 
#Date 08-22-18-45
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	17592	-6468	-1817	-2195	-1055	-11288	-3272	-18608	-1063	-2155	-734	-18184	-8368	17240	-1378	16	-453	-4664	8520	16048	316	1204	-930	-19320	768	-5208	574	1572	92	-18848	5144	1936	871	1307	-39	122	140	1
-32768	16004	-10956	-1654	-1441	729	-8856	-2712	-18384	-2162	-495	-839	-18168	-9416	11848	-1318	-67	-153	-4496	9456	15920	483	1601	-1042	-19056	1536	-4408	842	1840	-101	-18144	5256	2024	1274	1113	-139	116	136	1
-32768	8912	-8008	-40	-462	1645	-7792	-3536	-18032	-1957	1238	-300	-15160	-7784	6568	-1243	259	-236	-5040	9888	15504	638	2045	-1219	-18560	3280	-3496	849	2077	-152	-17512	6432	2040	1319	811	-291	122	132	1
-32768	1960	-3864	646	332	1687	-9952	-5168	-19056	-1280	2569	76	-14248	-7872	9768	-915	-836	-468	-4696	14128	14880	654	2361	-1549	-18760	5544	-3696	602	2370	-245	-17600	8216	4240	1088	381	-294	124	131	1
32767	-32768	12172	6334	2984	1799	-13936	-13792	2608	-1214	3050	22	208	-1520	-12736	-1226	1840	585	-3928	11504	16488	861	2696	-2082	-21024	4608	-4912	491	2641	-257	-18712	11920	7384	1009	-415	-96	125	136	1
2984	15288	19348	151	5667	1566	-32768	13592	-872	4076	1913	-266	-32768	-15640	2904	-232	1807	436	-3632	15152	17816	755	3402	-2676	-29032	4216	704	1102	2939	-476	-21760	15264	11048	1155	-783	320	127	140	1
-32768	448	32767	968	3566	1933	-13328	-21344	-9536	5597	2881	1176	-32768	-2736	11304	5020	792	-400	-4616	17496	19592	930	4083	-3670	-31872	-2096	2264	1602	2939	-430	-25344	4848	16184	157	-1773	113	128	121	1
-32768	-32120	27332	1146	1266	2024	-14312	7824	-17008	2714	3467	483	-22080	14896	216	4347	1235	892	-3096	18776	21000	1096	5163	-4711	-32768	-4120	5312	2691	3358	-338	-22448	-4600	16472	-841	-2058	-279	127	126	1
-5432	-5244	16260	1295	612	561	-22592	-5376	-9744	1863	2574	-925	-13296	12704	-16032	1115	1772	71	-4264	16352	24672	1318	6052	-5331	-31456	704	3656	3081	3429	-589	-23560	-5536	4680	293	-1920	-373	138	127	1
-12200	-12536	9408	679	76	321	-14520	-2456	-11496	1794	1855	-466	-9672	4064	-8664	-1839	1915	70	-19792	32767	24384	622	5811	-5106	-23944	10576	-4880	2297	3825	-737	-24336	2240	-10160	2161	-1543	-76	125	119	1
-7864	-7208	12484	498	6	151	-15296	2544	-8944	277	1375	-366	-14328	-5064	-9888	-1704	1853	286	656	28592	23672	-2069	4467	-4108	-19704	9576	-17400	24	3616	-804	-28984	4768	-9112	2098	-1960	545	134	126	1
-7384	-7788	12112	245	54	53	-18440	-472	-5088	-1831	851	-252	-19512	-3480	-6472	-413	1770	-135	-3480	26536	32767	-536	28	-1010	-18544	584	-15792	-2687	2043	-447	-31224	5288	-6472	904	-2797	1006	118	124	1
-7576	-7552	12232	138	65	67	-18928	-368	-5072	-2076	822	-237	-17088	1080	-1536	70	1619	0	10856	16640	13784	-857	-1171	-344	-22832	-4200	-256	163	729	-429	-30968	3312	-7200	-268	-3562	1091	119	126	1
-7756	-7392	12328	-13	141	44	-15832	-9904	-2976	-2521	439	-548	-17624	320	-1680	-604	1506	334	6608	8464	11864	-755	-1437	4	-11312	-3152	-6016	758	-395	-115	-22304	360	-6992	-977	-3164	1640	29	129	1
-7804	-7976	11792	-79	174	64	-14048	-11968	-2096	-37	659	-397	-16872	-2624	-3024	-829	1416	903	7864	9360	9616	-280	-1902	971	-4488	-1008	-5480	534	-1023	90	-21176	840	-5640	-332	-2685	1569	158	137	1
-7912	-8020	11700	-82	163	83	-13552	-8304	-3824	1839	979	-3	-14680	-3360	-1960	-470	1293	933	5336	8504	9544	-273	-2118	1721	-7312	168	-4424	359	-1712	67	-19160	1048	-6624	414	-2614	1441	138	127	1
-7824	-8576	10964	-6	135	116	-16288	-2128	-2896	1967	927	184	-15112	-3200	-1912	-149	1275	724	1368	8888	11336	-20	-2540	2345	-9520	336	-7136	-146	-2656	208	-17448	2120	-6536	488	-2345	1559	151	126	1
-8108	-8240	11412	83	105	138	-17528	1064	-3072	211	646	-180	-16520	-1160	-1288	-33	1425	623	-928	10760	13128	113	-3229	2870	-8248	-64	-7864	-445	-3389	289	-16704	2440	-7536	-39	-2254	1439	128	128	1
-7924	-7388	11972	29	122	115	-15704	-1992	-2712	-1221	408	-302	-15936	1168	-72	46	1448	742	-2656	9872	12616	169	-3975	3207	-7696	232	-7816	-406	-4063	444	-15504	3744	-7736	-1056	-2098	1095	125	127	1
-8100	-7940	11344	-28	144	94	-14456	-6024	-1896	-1514	466	-255	-13792	-376	-944	-78	1681	840	-4296	9664	12448	350	-4395	3215	-9592	456	-7368	-346	-4621	572	-13848	2792	-8240	-1833	-2031	775	124	125	1
-8252	-8028	11464	-21	129	118	-14464	-7584	-1736	-844	592	-143	-14848	-2024	-280	-257	1911	707	-6792	12544	13744	428	-4606	3150	-11600	744	-8944	-355	-5053	698	-11064	1016	-8384	-2228	-1987	593	124	129	1
-16228	-5744	12928	-236	233	-271	-4088	-8656	-16616	-1245	3206	599	-16280	-2744	1240	-215	2217	504	-8488	11832	15376	514	-4781	3313	-12384	1488	-10296	-577	-5412	696	-8936	-112	-7752	-2223	-1800	501	123	124	1
-7564	-9060	10972	-32	37	312	-18176	-504	-1232	-733	1458	-436	-15824	-2496	-1256	-435	2248	374	-10928	15560	15960	640	-4903	3266	-14192	304	-10296	-557	-5654	631	-8496	-608	-7792	-2227	-1516	396	122	127	1
-8120	-8436	11708	-12	152	140	-12440	-5976	-3768	-71	907	-98	-17168	-4072	-5304	-439	1623	503	-10992	16864	16864	624	-4602	3382	-14488	-720	-11632	-544	-5974	705	-7032	-1680	-7944	-2200	-1295	316	122	129	1
-8092	-7840	11908	11	180	235	-17200	-5136	-3136	-137	1027	-8	-18624	-3064	-4816	-141	1360	530	-11944	19696	18936	820	-4133	3508	-14880	-920	-11408	-498	-6018	717	-6288	-3416	-6736	-1863	-1081	189	122	130	1
-7984	-7444	12516	-92	329	249	-17224	-3728	-3136	-107	906	69	-16776	-536	-3848	84	1299	532	-15928	25784	21384	612	-3684	3775	-22888	1128	-15160	-73	-6319	1180	-7080	-5224	-3392	-1457	-842	54	122	127	1
-7980	-7216	12672	-240	522	355	-17120	-4432	-3160	-454	874	66	-17176	104	-2048	-28	1252	591	-26824	20168	24736	822	-3021	4218	-23584	1872	-15384	-146	-6361	1215	-8472	-3688	3848	-1045	-596	97	114	127	1
-8412	-8504	11928	-217	712	544	-16472	-5520	-1456	-754	867	-159	-18744	-680	832	-219	1160	479	-32768	19776	24832	1150	-3006	4307	-23944	5616	-20936	-1339	-5433	835	-11016	6216	11472	134	-239	715	128	127	1
-8876	-9600	12040	-93	879	694	-15776	-4976	-672	-928	1120	-111	-17952	-3176	2728	-513	1139	279	-32768	12808	14336	195	-3004	3629	-20072	5896	-18456	-1778	-3967	306	-18552	9368	14408	863	795	1239	117	127	1
-9168	-7968	12432	-18	1185	758	-15960	-4456	-2016	-850	1437	93	-16976	-3632	1808	-760	1090	83	-32768	2112	3736	-177	-2131	2138	-14256	2224	-22016	-1942	-2464	363	-19248	6912	22056	920	344	230	91	127	1
-8788	-8388	12996	20	1585	855	-18336	-4344	-2712	-559	1741	211	-17992	-1120	680	-706	1091	120	-32768	-5576	184	647	-1195	536	-10960	-1304	-24832	-911	-902	475	-17432	12696	20912	268	114	227	128	126	1
-8868	-6776	13204	-36	2036	923	-18248	-3784	-3136	-352	1934	292	-17736	-1664	-96	-703	1009	367	-32768	-3096	2904	653	-79	-667	-5984	-1560	-21424	830	959	536	-13368	11392	14248	-99	-69	339	147	125	1
-8884	-7780	12744	-129	2465	1049	-17608	-3352	-2360	-259	2132	400	-17296	-2416	240	-717	761	422	-32768	960	7360	-314	644	-1270	-6448	-488	-21432	1682	2463	229	-12584	4400	5864	-417	347	98	143	126	1
-9560	-8440	11744	-226	2842	1274	-17096	-2824	-1264	-487	2297	408	-17856	-2768	2320	-632	322	435	32767	5152	10472	-3995	3030	-3497	-31696	12040	32767	8361	2653	-159	-736	1736	-584	825	1121	-664	130	125	1
-9624	-8820	13412	-229	3303	1580	-18872	-5320	-1288	-987	2451	448	-18896	-7104	4000	-702	-173	301	-27000	22448	12480	231	4746	-2554	-20328	-1664	-10144	-447	1713	1203	-5496	5552	-1320	1450	1629	-880	118	124	1
-10044	-10460	12188	-271	4164	2113	-25984	-4808	-2264	-824	2683	725	-25112	-11056	9720	-518	-1270	-221	-19688	8352	27824	471	3350	-1623	-9480	-7256	-5736	-2727	2984	-877	-23928	3360	10152	-1790	1436	-470	127	123	1
-12628	-15840	12184	-137	5195	3161	-29456	-1696	10312	-2125	2716	631	-21216	-4440	9456	-701	-2420	-113	-7920	16352	14056	-302	1689	-1643	-20768	1752	-4896	-2896	3379	-926	-16760	-9896	-6792	-2505	976	-50	130	121	1
-25496	-15996	17900	795	5366	4226	-26416	-4824	664	-2808	2991	564	-20984	5560	10808	22	-2330	348	-32768	32767	32767	-1090	1075	-822	-15712	8680	-20960	-3795	2578	-153	-12952	-6696	-528	290	655	521	137	123	1
-25416	-19728	18096	1374	5016	4452	-25736	-13592	-504	-3010	3146	658	-20528	6688	9168	117	-2192	385	-6248	12136	19808	-750	245	-329	-14752	-344	-13568	-3775	1752	37	-15376	7616	-9464	2223	1703	70	123	126	1
-23412	-11772	22656	1077	5139	4253	-21168	-10688	-8288	-772	3408	717	-23456	-3336	-11544	-1447	-1181	-823	-3488	9712	14792	-515	64	-173	-21720	-8328	-10536	-1046	1131	202	-18624	9504	-8888	972	1883	160	126	129	1
-20180	-11692	19864	-1410	4378	3218	-21112	-2280	-17640	898	3315	1237	-28832	-848	-8520	-588	-2127	-1296	-3720	10576	13568	-291	17	-70	-18320	-3872	-7232	2246	1313	335	-17800	4272	-3672	-67	1606	121	125	129	1
-29992	-32768	32767	338	-179	1432	-18984	-608	-16920	719	2059	971	-27352	3664	-7272	500	-2646	-1350	-3184	8824	13864	-203	11	-70	-16528	672	-5072	3394	1045	610	-16648	-24	1040	-327	1380	87	127	130	1
-172	-14332	17632	1418	-2269	567	-16920	-840	-1832	-825	535	361	-27208	3568	-8296	1064	-2882	-1351	-3016	8576	14032	-63	61	-77	-16544	4616	-2480	3006	711	657	-15488	2776	984	148	1300	-339	126	129	1
1364	-8404	11984	-28	-2508	181	-12136	-3088	-6136	-305	-234	250	-21776	3328	-6272	447	-2479	-1418	-3432	9328	14000	43	93	-87	-16000	8304	-1200	1072	607	440	-15408	4344	832	329	1235	-585	124	131	1
4	-14436	9604	-46	-2906	-492	-8104	-1936	-6848	182	-929	96	-20936	3936	-6104	-231	-2356	-1347	-2400	7432	13800	24	46	-67	-14648	7424	-1384	-1086	860	122	-14720	4360	1312	569	1212	-580	126	129	1
-196	-11148	8956	329	-3240	-1141	-6840	824	-6080	68	-1684	-163	-19056	952	-5880	-556	-2207	-1217	-2376	9952	13152	5	51	-170	-16496	4424	-3104	-2149	953	-163	-15280	4768	952	747	1216	-469	114	133	1
-1948	-7808	9020	-195	-3266	-1685	-8072	-312	-6024	81	-2475	-100	-16624	-680	-5760	6	-2187	-1318	-3048	9840	13064	-77	75	-206	-17360	656	-4304	-1936	668	-73	-15096	3824	264	913	1281	-296	113	136	1
-4960	-8444	9424	-673	-3457	-2043	-8320	-640	-6720	359	-3100	-179	-16104	592	-5160	837	-2123	-1283	-3664	9528	13512	-112	113	-209	-16688	-2416	-5344	-449	493	157	-14560	2856	208	1007	1275	-210	140	139	1
-6976	-7768	10420	-951	-3791	-2365	-8248	328	-7936	645	-3592	-351	-14936	2104	-6128	1430	-2053	-1060	-3712	9384	13504	-50	128	-169	-15704	-32	-3848	1167	542	335	-14832	3440	-72	1075	1303	-258	130	139	1
-9072	-8112	11468	-1252	-4057	-2662	-9344	312	-7560	614	-4024	-572	-12832	3040	-6136	1692	-2024	-806	-3752	9864	12976	-15	138	-143	-15656	3992	-2368	1453	628	347	-15160	3648	-128	1074	1313	-419	123	139	1
-10968	-9408	12204	-1285	-4383	-2922	-11312	-600	-8696	690	-4482	-665	-11632	3288	-6616	1475	-1970	-518	-3488	9320	13208	-23	124	-132	-15408	6000	-2256	760	687	230	-15152	5360	-32	882	1197	-704	112	139	1
-11548	-6780	12408	-1559	-4381	-2974	-13088	-1272	-8072	616	-4979	-720	-10392	2384	-6552	1291	-1860	-339	-3200	9376	12824	-35	123	-127	-15808	6032	-2128	-136	768	50	-15304	7568	416	515	1361	-766	123	138	1
-13896	-9704	12852	-1669	-4167	-2905	-13320	-728	-10224	927	-5287	-855	-8936	2296	-6400	1452	-1633	-197	-3760	9496	13592	-44	132	-144	-15832	3864	-3048	-619	849	22	-15224	8416	512	-25	1641	-665	126	138	1
-16008	-11700	14004	-1339	-3868	-2911	-15136	-496	-9520	1022	-5475	-971	-8056	3744	-6696	1406	-1400	-81	-3344	9352	13544	-19	138	-170	-15920	1920	-4448	-550	938	25	-15120	6800	216	-295	1864	-519	127	137	1
-19136	-13400	16596	-1365	-3537	-3282	-17472	-792	-11720	1268	-5619	-934	-6904	5760	-5624	1288	-1127	15	-3360	8704	13960	16	168	-189	-16520	1104	-5368	-68	970	68	-15576	4064	-1952	-352	2017	-396	127	135	1
-21240	-15548	17816	-1156	-3146	-3790	-20264	-2296	-12200	1394	-5766	-1030	-6408	7176	-3640	864	-756	143	-3560	9160	13648	85	217	-215	-16096	1600	-5544	341	939	144	-16240	2392	-3368	-391	1941	-385	127	133	1
-26408	-10204	19764	-1406	-2351	-4235	-23456	-3688	-13120	1761	-5815	-850	-8384	3952	1480	-2	-518	82	-3408	9408	13792	203	267	-283	-15968	1632	-5504	371	939	154	-17104	2616	-2632	-348	1681	-497	126	135	1
-32768	-7480	19484	-1880	-1923	-4422	-23640	-5448	-15208	1330	-5327	-506	-11536	-2832	7344	-1436	-411	-434	-2648	10160	13824	246	431	-436	-17128	2800	-3512	425	979	183	-16752	3232	-208	-136	1527	-550	125	136	1
-32768	-4780	12836	-1031	-2469	-4046	-19872	-5640	-14832	401	-4259	-469	-18048	-8504	9688	-2197	-37	-1123	-3632	9984	14112	244	665	-567	-17000	3856	-3464	455	1109	171	-16248	4504	2656	267	1417	-374	121	140	1
-32768	10516	180	-276	-2558	-2572	-15488	-4208	-17712	524	-3069	-625	-20792	-7816	17568	-1913	161	-1156	-3752	9624	15528	363	886	-691	-17640	3352	-3384	391	1317	110	-17176	4264	2224	610	1418	-79	126	144	1
-32768	19168	-7352	-1564	-1960	-563	-12416	-1416	-18728	-720	-1842	-634	-19344	-11064	15920	-1201	81	-517	-3776	9984	15144	378	1235	-803	-18840	2008	-4176	554	1552	49	-18192	4400	1520	973	1344	-80	123	140	1
-32768	15336	-8684	-1654	-1212	918	-8464	-1528	-18232	-2177	-205	-800	-17032	-12704	11200	-703	-54	202	-4928	9360	15544	491	1627	-921	-18408	2808	-4008	568	1780	-98	-17488	6032	1232	1285	1126	-205	123	123	1
-32768	7440	-6756	169	-237	1562	-9064	-3024	-16776	-1941	1346	-261	-13112	-10040	6088	-44	277	107	-5048	10896	15344	580	1971	-1117	-18464	3520	-4064	461	1995	-149	-17072	6824	784	1265	869	-251	117	123	1
-32768	2864	-2316	917	698	1590	-11928	-4576	-18160	-1098	2594	191	-14928	-6280	10464	195	-584	-152	-4592	10536	15104	760	2327	-1389	-18304	3048	-4488	356	2259	-245	-17328	8136	2240	865	492	-271	124	129	1
16580	-32768	13788	4860	2008	2335	-19992	-18632	22160	-3069	2162	140	-3944	-1384	-10240	-163	1515	616	-4264	10968	16488	1031	2752	-1728	-20576	2816	-4560	519	2524	-348	-18592	11464	5016	721	-122	-174	124	125	1
-16520	9916	11464	586	4751	1456	-32768	-672	-520	4864	2617	-505	-32768	-15712	6936	297	1694	114	-2792	13584	17344	1249	3509	-2275	-29408	2440	-1496	837	2658	-572	-23552	13800	8272	777	-696	263	127	136	1
-29872	-3420	30640	489	2947	1594	-13768	-9088	-11328	7137	3386	1543	-23896	-4456	10520	4769	1310	-275	-3112	14656	18720	1477	4334	-3181	-30784	-5368	3224	1483	2804	-600	-24328	12512	11680	630	-838	317	128	121	1
-32768	-22720	17324	1652	282	867	-15648	4600	-17224	1994	3119	281	-20368	15808	-3320	3828	1384	946	-10344	17456	20576	1966	5488	-4064	-30640	-6168	1944	2679	3053	-537	-21192	-6080	16368	-907	-2028	-466	137	123	1
-7344	-2420	20800	987	439	509	-19664	-6184	-10136	1894	2213	-1202	-12928	10208	-14040	446	1829	-61	-13504	23176	24136	66	5762	-4655	-32768	8208	1608	2579	3348	-607	-23488	-4848	7088	425	-2016	-574	125	124	1
-11148	-11344	11428	926	224	349	-13936	-1768	-10288	1572	1641	-290	-7504	3840	-7672	-2000	1849	59	-8760	18968	23136	-18	5805	-4731	-24736	9456	5592	1234	3146	-992	-23120	5160	-8672	2709	-1351	-57	125	123	1
-8792	-3780	14656	417	-43	126	-15168	2920	-10384	59	1236	-334	-16736	-5600	-9712	-1815	1876	-17	-14504	28768	22464	475	4858	-3838	-18888	5208	-19792	-1349	3652	-960	-23552	6048	-9896	2842	-1337	110	126	127	1
-7656	-6552	13048	230	14	39	-20896	656	-5192	-1986	754	-279	-20384	-680	-3912	-408	1767	-217	-6920	32767	32767	-269	-238	-1763	-17656	1752	-18848	-2855	2435	-911	-29184	4112	-5184	412	-2744	990	113	127	1
-7028	-7268	12264	61	89	30	-17568	-320	-3336	-3403	425	-519	-17464	2224	-1032	-143	1620	206	8440	14112	16648	-1771	-2105	-1289	-19760	1968	-11824	-2361	2198	-895	-31328	896	-6824	-860	-3361	911	115	128	1
-7808	-7652	12256	-58	155	24	-15368	-10728	-3264	-3083	313	-656	-16824	-1792	-2544	-1015	1541	570	6272	10080	11776	-960	-2593	-1179	-12720	-3256	-5888	729	-528	117	-22848	624	-6184	-1162	-2994	1401	100	128	1
-7600	-7584	12156	-75	156	24	-15152	-12896	-2520	-2666	335	-621	-15960	-5816	-2568	-662	1350	966	8136	13864	8928	-892	-2738	50	-5976	-4144	-5104	1464	-1080	-20	-21768	-440	-5680	-511	-2966	1504	180	123	1
-7788	-8356	11500	-26	115	73	-13024	-8792	-3640	2582	1106	52	-13808	-5856	-2504	12	1265	919	6064	9928	9048	-788	-2598	1343	-5616	-4272	-5056	1616	-1144	-23	-19184	216	-5576	391	-2728	1342	146	125	1
-7668	-8592	11084	111	75	99	-17200	-1920	-3048	2294	996	191	-15032	-4064	-2664	308	1323	669	3104	9992	10792	-6	-2688	2410	-11272	264	-7032	1562	-2583	253	-18936	1312	-5856	633	-2424	1420	134	128	1
-7456	-8004	11588	229	15	144	-17704	-968	-3088	2026	944	159	-16648	464	-1488	510	1485	598	-144	11408	13152	281	-3053	3092	-10248	984	-7720	740	-3489	399	-18480	1872	-7088	141	-2394	1322	127	127	1
-7292	-7020	12348	107	92	118	-15376	-1928	-2760	-1661	363	-352	-15840	2320	-632	665	1593	804	-3000	9920	14280	441	-3795	3373	-8296	1936	-7488	68	-4289	661	-16512	2688	-7248	-815	-2279	986	123	126	1
-7856	-7608	11800	27	139	120	-14736	-7208	-1688	-1619	396	-273	-14088	-264	-384	398	1941	914	-5104	9944	14024	643	-4528	3092	-9312	1504	-6400	-392	-4721	901	-14064	1984	-6896	-1714	-2122	685	124	127	1
-7908	-7360	11748	14	146	134	-14688	-8328	-1328	-685	529	-208	-15144	-3016	1520	-280	2283	734	-6928	11600	14864	585	-5058	2629	-11600	336	-7704	-703	-5101	1075	-11072	-240	-7456	-2075	-2070	493	124	128	1
-8200	-7600	11704	23	161	135	-14104	-6920	-1128	97	709	-116	-16880	-3504	104	-313	2415	451	-8712	11888	16528	789	-5375	2396	-11896	128	-8320	-769	-5174	1095	-8984	-1640	-7672	-1942	-1887	320	124	124	1
-7912	-7712	11612	60	149	152	-14328	-4888	-896	293	885	-69	-17416	-3920	-3512	-115	1827	244	-9976	16008	16512	973	-5408	2391	-15400	-3040	-9248	-554	-5785	1000	-7208	-2408	-7960	-1863	-1584	140	123	133	1
-8260	-7836	12208	49	167	206	-15536	-4344	-2368	38	932	-90	-18704	-3800	-2992	32	1270	319	-9968	18376	17632	761	-4909	2731	-15664	-4224	-10752	200	-5993	1134	-6216	-3984	-7560	-1697	-1445	-5	123	128	1
-7828	-7508	12332	-8	219	236	-16448	-3864	-3016	-534	913	-104	-16920	-2800	-2736	44	1297	367	-27976	-3184	21736	2845	-4116	4091	-16800	-6160	-27360	-736	-5875	1409	-6944	-3432	1040	-1374	-1551	-107	124	128	1
-7768	-7592	12248	-51	277	271	-16416	-4120	-2856	-599	907	-96	-15248	-608	-3168	-138	1360	397	32767	32767	-32768	1341	-7281	5673	-32768	2528	-6592	2396	-5141	430	-8712	488	-6016	-1430	-1828	374	123	128	1
-7536	-8188	12688	-23	463	341	-15352	-6584	-2552	-583	997	-17	-16136	-568	-2712	-223	1269	345	-32768	-25280	19792	-2084	-806	2155	-22256	2568	-1840	3292	-6047	2831	-11664	-2768	2352	41	-296	83	116	128	1
-8124	-7484	12656	27	732	542	-17472	-5056	-1664	-384	1149	-6	-19640	-1184	-968	-285	1076	226	-32768	848	14968	3518	-2112	4072	-4104	19000	-32768	-3781	-5804	1458	-9640	6496	13168	1427	-158	571	122	126	1
-7924	-5728	12712	36	959	620	-16784	-3424	-2296	-455	1315	29	-17936	-1864	320	-514	1027	225	-32432	14920	5680	-930	-2475	4415	-31712	8384	-7352	-2891	-2300	-291	-12720	8240	6696	1853	610	854	119	128	1
-8640	-6308	13688	26	1235	625	-16216	-4616	-2064	-560	1492	77	-15776	-1800	-56	-699	1001	204	-32768	-3040	3800	-119	-1707	1962	-18856	936	-22696	-4155	-2333	253	-15824	11096	18624	1689	357	520	99	128	1
-8688	-7392	13180	-45	1641	748	-18144	-5624	-2808	-427	1671	160	-18752	-2144	-64	-518	1019	157	-32768	4600	-1864	1086	-1134	463	-7288	-4304	-26136	-1735	-1235	278	-22176	10800	16784	235	308	937	125	127	1
-9304	-7760	13404	-48	2048	915	-18416	-4720	-3024	-439	1872	260	-18984	-2400	-136	-506	1018	165	-32768	-1928	392	1067	13	-594	-4992	-1144	-21600	1344	777	971	-14312	11800	13512	-71	248	331	147	126	1
-8696	-7668	13376	-135	2472	1127	-18496	-3480	-2136	-607	2092	335	-18248	-2856	1064	-889	648	202	-32768	4544	3920	627	845	-1128	-6944	648	-21832	2943	2015	803	-10352	7368	5152	-333	518	-30	128	125	1
-9000	-6824	13368	-332	2959	1346	-18432	-1320	-2080	-902	2289	387	-18712	-2768	3040	-824	235	311	-6752	13200	8024	-2	1440	-1294	-12656	2576	-17656	3395	2947	393	-1264	4856	56	221	1104	26	122	124	1
-9724	-7360	12756	-458	3487	1617	-19304	-392	-1312	-1280	2456	430	-18728	-2136	5936	-751	-360	428	32767	7208	21168	-2282	4038	-1855	-32768	16632	32767	8227	434	-555	-9832	13640	-10440	1749	2736	-1086	120	124	1
-9320	-7896	14904	-449	4305	1938	-22984	-4288	-1504	-1532	2580	587	-20952	-6816	9800	-904	-1279	216	-31648	17448	32767	-348	4102	-2051	-4624	26696	-16888	-5056	915	727	-32768	27816	32767	-2779	1059	1926	137	124	1
-11912	-13720	13352	-435	5487	2650	-31080	-4176	6400	-1790	2633	834	-21296	-6176	8624	-879	-1786	-267	-12336	10176	19856	-252	2161	-1803	-20344	-6848	-11912	-6270	4300	-1395	-21312	-18744	2448	-5567	2150	-1371	124	123	1
-26588	-16592	15324	369	5717	3831	-25056	-7760	2408	-2605	2927	684	-23384	952	10696	-431	-1874	325	-10216	10048	17696	239	1996	-1294	-21392	-7584	-9288	-5060	2682	-637	-21776	-24984	-2808	-3636	536	-4	140	122	1
-24848	-17464	20460	1092	5247	4171	-25480	-11976	-832	-2457	3245	700	-21640	-1128	-408	-806	-1618	-52	-3408	7424	12384	-801	372	-779	-13720	-24	-12432	-3182	1846	289	-4016	-4600	-8544	2189	1476	59	124	126	1
-24840	-21896	19748	1466	5305	4456	-22472	-13584	-2184	-1277	3214	905	-22240	-2768	-10192	-933	-1482	-802	-7544	13592	13168	-614	274	-446	-14584	-752	-12576	-604	1570	527	-11384	9280	-8648	3591	1659	118	106	127	1
-13488	-12404	22316	-373	4336	3055	-19112	-4392	-13432	1193	3319	906	-27848	-640	-9080	-193	-2113	-1223	-4616	10184	13872	-403	154	-237	-19824	-3272	-10216	2441	1220	699	-23160	13544	-10008	3294	2146	803	135	128	1
-29712	-32768	32767	-675	204	1673	-18552	-3216	-19360	1561	2306	952	-28120	3720	-5912	656	-2711	-1319	-3784	11048	12832	-438	91	-154	-18960	840	-6432	4688	915	743	-15688	8136	-2272	1587	1538	349	130	128	1
-3692	-19432	19704	1111	-2745	897	-18744	-440	-2448	-467	562	157	-28312	5064	-7880	1027	-2957	-1235	-3552	10256	12952	-449	85	-144	-16424	4200	-1888	4317	725	611	-16832	5544	920	707	1262	-280	135	129	1
1016	-9052	13216	-146	-3359	425	-13056	-976	-5960	-398	-397	-22	-22912	4528	-6104	330	-2561	-1269	-3368	8512	14344	-13	120	-129	-16448	8312	-856	1451	579	419	-16520	4536	-488	-145	1218	-874	130	130	1
300	-14608	9464	-470	-3756	-269	-9392	104	-5696	-709	-1208	-208	-20352	3504	-5160	-430	-2312	-1265	-2880	9808	13608	92	123	-137	-13704	8360	-1640	-1375	927	119	-13864	2752	680	-299	1139	-869	123	132	1
84	-11224	8060	-166	-3921	-931	-6696	2360	-5416	-1270	-2085	-522	-18840	2072	-6112	-843	-2238	-1160	-3008	10344	12488	31	84	-190	-15912	5440	-3952	-2870	1172	-375	-14592	4672	-488	-197	1537	-849	126	130	1
-1124	-7988	8244	-724	-3689	-1611	-7376	-536	-5504	-1230	-2886	-533	-15920	-56	-5392	-460	-2211	-1263	-3296	11168	11928	-157	89	-218	-17184	1376	-4448	-2956	752	-401	-15808	4688	-1368	-269	1680	-524	77	138	1
-5072	-8540	9952	-1267	-3536	-2249	-8880	-816	-6640	-361	-3397	-674	-14744	784	-5272	409	-2162	-1306	-3552	10304	12872	-365	111	-230	-17320	-4512	-5560	-1172	475	13	-14944	2384	-1280	-292	1551	-382	111	139	1
-6884	-7116	11600	-1557	-3627	-2805	-10240	456	-7136	355	-3808	-843	-14496	2304	-5768	1113	-2121	-1103	-3640	8296	14000	-295	124	-177	-15096	-2600	-3984	1093	559	368	-14456	336	864	-89	1568	-318	142	140	1
-8404	-6940	12504	-1825	-3745	-3098	-11360	632	-5992	738	-4129	-1009	-13000	3840	-5736	1238	-2094	-846	-4376	7984	14400	-288	126	-180	-14952	3288	-2920	1645	683	332	-12768	5472	2064	316	1789	-554	154	140	1
-9748	-6464	13824	-1842	-3754	-3067	-12944	72	-6920	1142	-4526	-997	-10320	4336	-6088	965	-2055	-478	-3592	9576	12928	-151	136	-151	-15936	6256	-1968	890	678	228	-15680	5424	1296	132	1836	-768	126	136	1
